Gemeindename,jahr,wert
Flawil,1995,0.48374082187917783
Flerden,1995,0.1172847557067871
Flims,1995,0.1446791493833946
Flumenthal,1995,0.5794627245734719
Flums,1995,0.13427280970982142
Flurlingen,1995,0.5115352153778077
Fläsch,1995,0.20184212696703174
Flüelen,1995,0.24627954819623163
Flühli,1995,0.10031576666544458
Fontaines-sur-Grandson,1995,0.2749137570781092
Fontenais,1995,0.3198082245976092
Forel (Lavaux),1995,0.37864276796679036
Forst-Längenbühl,1995,0.2414888691257786
Founex,1995,0.6578307518592248
Fraubrunnen,1995,0.47735992074012756
Frauenfeld,1995,0.5847409793308803
Frauenkappelen,1995,0.47995245717737794
Freienbach,1995,0.5433636812063364
Freienstein-Teufen,1995,0.3262551812564625
Freienwil,1995,0.48613714793371776
Freimettigen,1995,0.2693084292941623
Frenkendorf,1995,0.49231975956967
Fribourg,1995,0.7292695708622207
Frick,1995,0.49973662003226904
Froideville,1995,0.33952324669640344
Frutigen,1995,0.13413946736479904
Fräschels,1995,0.5179594113276556
Fulenbach,1995,0.5120611964045344
Full-Reuenthal,1995,0.6605672421662704
Fully,1995,0.26958282470703127
Furna,1995,0.059646014144812846
Fällanden,1995,0.5675083089757849
Féchy,1995,0.5707150392754133
Fétigny,1995,0.551285136829723
Füllinsdorf,1995,0.576438130559148
Fürstenau,1995,0.3432352656409854
Gachnang,1995,0.6359482282473717
Gais,1995,0.21509160638199074
Gaiserwald,1995,0.4566311995948901
Galgenen,1995,0.27930849569815175
Galmiz,1995,0.5215161297772382
Gals,1995,0.45973065185546874
Gambarogno,1995,0.22051243648783983
Gampel-Bratsch,1995,0.18777623813223773
Gampelen,1995,0.5053161079361594
Gams,1995,0.2513700453615979
Gansingen,1995,0.3162540304249731
Gebenstorf,1995,0.5472190856933594
Gelterkinden,1995,0.38977189497514203
Geltwil,1995,0.4012461575594815
Gempen,1995,0.31274878118456023
Gempenach,1995,0.5587202707926432
Genolier,1995,0.49341840744018556
Genthod,1995,0.7384613210504706
Genève,1995,0.8642655649492818
Gerlafingen,1995,0.7498981721939579
Geroldswil,1995,0.672954443729285
Gersau,1995,0.19730449858165922
Gerzensee,1995,0.3586212158203125
Geuensee,1995,0.433956542105045
Gibloux,1995,0.3514527301399075
Giebenach,1995,0.6905485933477228
Giez,1995,0.4726555379231771
Giffers,1995,0.3382700494973056
Gilly,1995,0.40908690421811994
Gimel,1995,0.2589557124119179
Gingins,1995,0.23918166742092226
Giornico,1995,0.2027063007596173
Gipf-Oberfrick,1995,0.3468634823718703
Gisikon,1995,0.48544439673423767
Giswil,1995,0.11984867640904018
Givisiez,1995,0.7055352528889974
Givrins,1995,0.4201518770248171
Gland,1995,0.6088835772346047
Glarus,1995,0.15164471194374526
Glarus Nord,1995,0.19605029595864787
Glarus Süd,1995,0.08398129480286738
Glattfelden,1995,0.5207019255528995
Gletterens,1995,0.5039117336273193
Goldach,1995,0.7131476402282715
Gollion,1995,0.5386128918877964
Gommiswald,1995,0.24844740423964057
Goms,1995,0.06853808734330015
Gondiswil,1995,0.335767869825487
Gonten,1995,0.1835057127709482
Gontenschwil,1995,0.4362103893498706
Gordola,1995,0.4365504229510272
Gossau (SG),1995,0.5290901539331001
Gossau (ZH),1995,0.5564059059091863
Gottlieben,1995,0.30411019921302795
Goumoëns,1995,0.5167849356668037
Graben,1995,0.40900094168526785
Grabs,1995,0.17392482114641855
Grancia,1995,0.7707821130752563
Grancy,1995,0.45204451843932436
Grandcour,1995,0.5244860300203649
Grandevent,1995,0.21959478514535086
Grandfontaine,1995,0.38832152916106166
Grandson,1995,0.6764688491821289
Grandval,1995,0.20711312365176074
Grandvillard,1995,0.11132598954605996
Granges (Veveyse),1995,0.36676483154296874
Granges-Paccot,1995,0.6819021224975585
Grangettes,1995,0.2591856497305411
Gravesano,1995,0.6925921806922326
Greifensee,1995,0.6619415283203125
Grellingen,1995,0.49713904769332323
Grenchen,1995,0.5065064781352063
Greng,1995,0.609246015548706
Grengiols,1995,0.058296030217950996
Grens,1995,0.6545492660167606
Greppen,1995,0.28426319469105116
Gretzenbach,1995,0.5361102024714152
Grimisuat,1995,0.5409242334500165
Grindel,1995,0.22761833190917968
Grindelwald,1995,0.07604765548486188
Grolley,1995,0.5019923243029364
Grono,1995,0.08118143306436763
Grossaffoltern,1995,0.4701520408072123
Grossdietwil,1995,0.29983865647088914
Grosshöchstetten,1995,0.4521823013037966
Grosswangen,1995,0.3748370579310826
Grub (AR),1995,0.338646970476423
Gruyères,1995,0.19316072442936844
Gryon,1995,0.16094786974848532
Grächen,1995,0.2023373636706122
Gränichen,1995,0.35936266310671544
Grône,1995,0.19676499139694942
Grüningen,1995,0.46709172255327913
Grüsch,1995,0.1353567250209954
Gsteig,1995,0.06557407972207639
Gsteigwiler,1995,0.16094018673074656
Guggisberg,1995,0.13460194757510674
Gunzgen,1995,0.6256075345552885
Gurbrü,1995,0.6589691162109375
Gurmels,1995,0.48636166198514796
Gurtnellen,1995,0.06451566231683128
Gurzelen,1995,0.2881530604950369
Guttannen,1995,0.026928009755287786
Guttet-Feschel,1995,0.14914971306210473
Gy,1995,0.5175871319240994
Gächlingen,1995,0.4734332792220577
Göschenen,1995,0.047923841941507374
Gündlischwand,1995,0.10065774847991275
Günsberg,1995,0.2754815342914627
Güttingen,1995,0.41413856506347657
Habkern,1995,0.07043931903261128
Habsburg,1995,0.4979010401545344
Hagenbuch,1995,0.4961312706790753
Hagneck,1995,0.48986586209001215
Hallau,1995,0.34728237951225915
Hallwil,1995,0.6046680759739231
Halten,1995,0.5499204635620117
Hasle (LU),1995,0.13124335698545975
Hasle bei Burgdorf,1995,0.29349888636413235
Hasliberg,1995,0.13240102880141313
Hauenstein-Ifenthal,1995,0.3081433087929912
Hauptwil-Gottshaus,1995,0.3791544060958059
Hausen (AG),1995,0.5917896857628455
Hausen am Albis,1995,0.3470894753395974
Haut-Intyamon,1995,0.1185720970366832
Haute-Ajoie,1995,0.3021650243267395
Haute-Sorne,1995,0.2749372883416041
Hautemorges,1995,0.4276630530196629
Hauterive (FR),1995,0.45089882298519735
Hauterive (NE),1995,0.5270601160386029
Hauteville,1995,0.1683990478515625
Hedingen,1995,0.5160765874953497
Hefenhofen,1995,0.4823764525737959
Heiden,1995,0.40926265716552734
Heiligenschwendi,1995,0.2599983215332031
Heimberg,1995,0.5855982886420356
Heimenhausen,1995,0.4879850287186472
Heimiswil,1995,0.24329626528922654
Heitenried,1995,0.3581868998209635
Hellikon,1995,0.3651930980193309
Hellsau,1995,0.4941139221191406
Hemberg,1995,0.19014567011469477
Hemishofen,1995,0.32871585422092015
Hemmiken,1995,0.33918113708496095
Hendschiken,1995,0.6478336521836577
Henggart,1995,0.5843949947717055
Henniez,1995,0.5772241991619731
Herbetswil,1995,0.18524088484517645
Herbligen,1995,0.3399672922880753
Herdern,1995,0.4176712714301215
Hergiswil (NW),1995,0.2548693429052302
Hergiswil bei Willisau,1995,0.16766783248546513
Herisau,1995,0.4379535988333145
Hermance,1995,0.5783341407775879
Hermenches,1995,0.4216036253337619
Hermrigen,1995,0.39162445068359375
Herrliberg,1995,0.4948880937364366
Hersberg,1995,0.39730760029384066
Herznach,1995,0.3882768668380438
Herzogenbuchsee,1995,0.5547793335709835
Hettlingen,1995,0.5449255692331414
Hildisrieden,1995,0.35307277951921734
Hilterfingen,1995,0.4967095511300223
Himmelried,1995,0.2333084260574495
Hindelbank,1995,0.5747812139163228
Hinwil,1995,0.46007110260345124
Hirschthal,1995,0.4029086484747418
Hittnau,1995,0.390355092174602
Hitzkirch,1995,0.3765252052290287
Hochdorf,1995,0.5244634291704964
Hochfelden,1995,0.47570335388183593
Hochwald,1995,0.29927526789603476
Hofstetten bei Brienz,1995,0.1605836572781415
Hofstetten-Flüh,1995,0.38657459786267784
Hohenrain,1995,0.36932959305612667
Hohentannen,1995,0.41408590836958453
Holderbank (AG),1995,0.5486269269670759
Holderbank (SO),1995,0.25538504123687744
Holziken,1995,0.5178617749895368
Homberg,1995,0.20618370983088127
Hombrechtikon,1995,0.5036069130410954
Homburg,1995,0.3818259168027052
Honau,1995,0.5150076094127837
Horgen,1995,0.45087139892578126
Horn,1995,0.7528929533781828
Hornussen,1995,0.44299776591951884
Horrenbach-Buchen,1995,0.07802812043610993
Horriwil,1995,0.5277131557464599
Horw,1995,0.4188785186180702
Hospental,1995,0.11684429834759424
Hubersdorf,1995,0.525859378633045
Humlikon,1995,0.5021037117379611
Hundwil,1995,0.1808441200448041
Hunzenschwil,1995,0.6617155255011793
Huttwil,1995,0.40009977826080867
Häfelfingen,1995,0.2806626904395319
Hägendorf,1995,0.4042826870031524
Häggenschwil,1995,0.3686544658332471
Hägglingen,1995,0.471135003226144
Härkingen,1995,0.6051401716939518
Häutligen,1995,0.2660494224697936
Hérémence,1995,0.06420692262195406
Höchstetten,1995,0.5085305502248365
Hölstein,1995,0.3759466614386048
Höri,1995,0.617422806589227
Hünenberg,1995,0.5061042300833507
Hüniken,1995,0.44523926342234893
Hüntwangen,1995,0.5367992596748548
Hüttikon,1995,0.5028679812396014
Hüttlingen,1995,0.42611560624899325
Hüttwilen,1995,0.40132375045935864
Icogne,1995,0.15433283666869504
Iffwil,1995,0.4183924006319594
Ilanz/Glion,1995,0.10057600907702902
Illgau,1995,0.17465132175211134
Illnau-Effretikon,1995,0.5063693815890741
Inden,1995,0.1375811792189075
Ingenbohl,1995,0.3702971514533548
Inkwil,1995,0.49004393357496995
Innerthal,1995,0.056674379290956436
Innertkirchen,1995,0.04335682707766099
Ins,1995,0.4838399790754222
Interlaken,1995,0.645940029259884
Inwil,1995,0.47601852416992185
Ipsach,1995,0.6535694983697706
Iseltwald,1995,0.0834834199921791
Isenthal,1995,0.05735999477701168
Islisberg,1995,0.4810945369579174
Isone,1995,0.13426039160751715
Isérables,1995,0.1678229575215081
Itingen,1995,0.52951691700862
Ittigen,1995,0.761319497052361
Jaberg,1995,0.500160398937407
Jaun,1995,0.09197126730453337
Jegenstorf,1995,0.5081073536592371
Jenaz,1995,0.07529876708984375
Jenins,1995,0.15946406879644284
Jens,1995,0.5377692198142027
Jonen,1995,0.4699193705683169
Jongny,1995,0.5036560983368845
Jonschwil,1995,0.41991420414136804
Jorat-Menthue,1995,0.4154332921895416
Jorat-Mézières,1995,0.47835641378884786
Jouxtens-Mézery,1995,0.6801539390317856
Juriens,1995,0.22568489955021784
Jussy,1995,0.5041578541631284
Kaiseraugst,1995,0.6667771475655692
Kaiserstuhl,1995,0.7877009510993958
Kaisten,1995,0.39920171991094844
Kallern,1995,0.3755594618777011
Kallnach,1995,0.46490625130324176
Kaltbrunn,1995,0.2812616197686446
Kammersrohr,1995,0.25994402170181274
Kandergrund,1995,0.15496537291887894
Kandersteg,1995,0.06281240174967828
Kappel (SO),1995,0.5228147284929142
Kappel am Albis,1995,0.43164173636849473
Kappelen,1995,0.6209520549443416
Kaufdorf,1995,0.4328763064216165
Kehrsatz,1995,0.5689958190917969
Kemmental,1995,0.43437309080851827
Kernenried,1995,0.5833283530341254
Kerns,1995,0.11728412876346621
Kerzers,1995,0.5740749474727747
Kesswil,1995,0.47143042714972244
Kestenholz,1995,0.44930683974678637
Kienberg,1995,0.2247556726983253
Kiesen,1995,0.5928594970703125
Kilchberg (BL),1995,0.4579658861513491
Kilchberg (ZH),1995,0.8255760725154433
Killwangen,1995,0.4785136699676514
Kippel,1995,0.10064000581440173
Kirchberg (BE),1995,0.5338689583499415
Kirchberg (SG),1995,0.33984268188476563
Kirchdorf (BE),1995,0.34598733624841416
Kirchleerau,1995,0.31557088355495505
Kirchlindach,1995,0.4938473304112752
Kleinandelfingen,1995,0.503547123500279
Kleinbösingen,1995,0.46762939453125
Kleinlützel,1995,0.21859701504051463
Klingnau,1995,0.5455607096354167
Klosters,1995,0.07666024166163762
Kloten,1995,0.6600351873433815
Knonau,1995,0.5245668269969799
Knutwil,1995,0.48727708561405253
Koblenz,1995,0.6102263230543871
Konolfingen,1995,0.39252188125094356
Koppigen,1995,0.5902643119339395
Kradolf-Schönenberg,1995,0.426142460882327
Krattigen,1995,0.18850804400700394
Krauchthal,1995,0.30579065750073936
Kreuzlingen,1995,0.647070428599482
Kriechenwil,1995,0.45777381093878494
Kriegstetten,1995,0.7760666295101768
Kriens,1995,0.360358680997576
Känerkinden,1995,0.4486817518870036
Kölliken,1995,0.5491267840067545
Köniz,1995,0.46886296663883226
Küblis,1995,0.16547510278133945
Künten,1995,0.4879809919610081
Küsnacht (ZH),1995,0.5767437744140625
Küssnacht (SZ),1995,0.3791013445172991
Küttigen,1995,0.41013015984253565
L'Abbaye,1995,0.15196453406663235
L'Abergement,1995,0.22656001839586484
L'Isle,1995,0.30536822765045746
La Baroche,1995,0.29598766565322876
La Brillaz,1995,0.39642105559389035
La Brévine,1995,0.16963198068060456
La Chaux (Cossonay),1995,0.4994772082177278
La Chaux-de-Fonds,1995,0.3689361572265625
La Chaux-des-Breuleux,1995,0.1908184535919674
La Chaux-du-Milieu,1995,0.21636116378298917
La Côte-aux-Fées,1995,0.21412000610930096
La Ferrière,1995,0.23316061085668102
La Grande Béroche,1995,0.32676396056683393
La Neuveville,1995,0.4276037817602759
La Praz,1995,0.215156136489496
La Punt Chamues-ch,1995,0.05839919296698052
La Rippe,1995,0.2180985595027459
La Roche,1995,0.15668666948027696
La Sagne,1995,0.2260477994557479
La Sarraz,1995,0.44570934680081153
La Sonnaz,1995,0.5375749480049565
La Tour-de-Peilz,1995,0.743944618918679
La Tène,1995,0.7164714418608567
La Verrerie,1995,0.28305003564682363
Laax,1995,0.13694773533547572
Lachen,1995,0.7664581098054585
Laconnex,1995,0.5905380874383644
Lajoux (JU),1995,0.2178142880930484
Lalden,1995,0.539379358291626
Lamone,1995,0.6586242088904748
Lampenberg,1995,0.3694186771617216
Lancy,1995,0.8583877965023643
Landiswil,1995,0.19475791567847842
Landquart,1995,0.3494792486491956
Langenbruck,1995,0.23323558270931244
Langendorf,1995,0.6932871418614541
Langenthal,1995,0.4710535975864955
Langnau am Albis,1995,0.4212842359610483
Langnau im Emmental,1995,0.2026394421541238
Langrickenbach,1995,0.37733069525824653
Lantsch/Lenz,1995,0.13874455957169574
Lauenen,1995,0.053063563811473355
Lauerz,1995,0.19829611741859493
Laufen,1995,0.4490205489377925
Laufen-Uhwiesen,1995,0.4748432159423828
Laufenburg,1995,0.34908356537690033
Laupen,1995,0.5703029632568359
Laupersdorf,1995,0.2756122350692749
Lauperswil,1995,0.24223752455277878
Lausanne,1995,0.5776469973977738
Lausen,1995,0.49946560702481113
Lauterbrunnen,1995,0.06358964930779491
Lauwil,1995,0.15477336821008902
Lavertezzo,1995,0.5823067256382534
Lavey-Morcles,1995,0.20279862395430034
Lavigny,1995,0.5822901870265151
Lavizzara,1995,0.026909483442442893
Lax,1995,0.2076512713764989
Le Bémont (JU),1995,0.21718729086938848
Le Cerneux-Péquignot,1995,0.2337925341702247
Le Chenit,1995,0.1569291302688104
Le Châtelard,1995,0.23372036957543743
Le Flon,1995,0.28264820726611944
Le Grand-Saconnex,1995,0.8313173406264361
Le Landeron,1995,0.42784688558923195
Le Lieu,1995,0.18887127790578692
Le Locle,1995,0.33666582738777395
Le Mont-sur-Lausanne,1995,0.6239988327026367
Le Mouret,1995,0.24644027709960936
Le Noirmont,1995,0.21488325279879283
Le Pâquier (FR),1995,0.3096729024251302
Le Vaud,1995,0.2857213674807081
Leibstadt,1995,0.5323168556645231
Leimbach (AG),1995,0.5386508305867513
Leissigen,1995,0.16051112346767638
Lengnau (AG),1995,0.43115910943949
Lengnau (BE),1995,0.5327855449611858
Lengwil,1995,0.4820677874839469
Lenk,1995,0.07374237091341605
Lens,1995,0.3945973714192708
Lenzburg,1995,0.5535865451978601
Les Bois,1995,0.19102394313289042
Les Breuleux,1995,0.24794788150996952
Les Clées,1995,0.4140611845871498
Les Enfers,1995,0.1863649937144497
Les Genevez (JU),1995,0.22487589518229167
Les Montets,1995,0.4632559111624053
Les Planchettes,1995,0.2309807762105197
Les Ponts-de-Martel,1995,0.20487504997509437
Les Verrières,1995,0.18533757473903276
Leuggern,1995,0.492394321369675
Leuk,1995,0.21206089564732142
Leukerbad,1995,0.09195456795683629
Leutwil,1995,0.3943996742123463
Leuzigen,1995,0.4325597315658758
Leysin,1995,0.2054637009123235
Leytron,1995,0.21586548840558087
Lichtensteig,1995,0.40007039333911654
Liddes,1995,0.09514259557288207
Liedertswil,1995,0.2534449606230765
Liesberg,1995,0.27030520345650466
Liestal,1995,0.46228515419494426
Ligerz,1995,0.4489783507127028
Lignerolle,1995,0.2432873465798118
Lignières,1995,0.31344374869633645
Lindau,1995,0.6112377224256046
Linden,1995,0.19548925363792563
Linescio,1995,0.08884772904422306
Locarno,1995,0.5135103945700538
Lohn (SH),1995,0.4519453853009695
Lohn-Ammannsegg,1995,0.5693105233682169
Lommis,1995,0.39162543160574775
Lommiswil,1995,0.38980338884436566
Lonay,1995,0.7251939617219518
Longirod,1995,0.23246327061806957
Losone,1995,0.46773529052734375
Lostallo,1995,0.06010390547683846
Lostorf,1995,0.35963288059941045
Lotzwil,1995,0.47869397153948795
Lovatens,1995,0.4987675239299906
Loveresse,1995,0.3024221972415322
Lucens,1995,0.467045646886856
Lufingen,1995,0.5056131202054311
Lugano,1995,0.3230182500624872
Lugnez,1995,0.40423734797987826
Luins,1995,0.5934182643890381
Lully (FR),1995,0.5186691284179688
Lully (VD),1995,0.5914192199707031
Lumino,1995,0.18121533454218997
Lumnezia,1995,0.05744104168065056
Lungern,1995,0.1400312069710602
Lupfig,1995,0.5865491688680305
Lupsingen,1995,0.36439701362892435
Lussery-Villars,1995,0.5540675178903048
Lussy-sur-Morges,1995,0.5315753033286647
Luterbach,1995,0.6909969075520833
Luthern,1995,0.1653865962833553
Lutry,1995,0.6297281901041667
Lutzenberg,1995,0.5266508153966956
Luzein,1995,0.08542405064529997
Luzern,1995,0.6193479863407803
Lyss,1995,0.5996118764408299
Lyssach,1995,0.6288320333650796
Läufelfingen,1995,0.31843527334707755
Löhningen,1995,0.44721553943775316
Lüscherz,1995,0.34169617566195404
Lüsslingen-Nennigkofen,1995,0.5144918027131454
Lüterkofen-Ichertswil,1995,0.457456353592546
Lüterswil-Gächliwil,1995,0.41529105691348805
Lütisburg,1995,0.3086028528827454
Lütschental,1995,0.09882457888856226
Lützelflüh,1995,0.31945150869864003
Madiswil,1995,0.3237110631132503
Madulain,1995,0.07896432767802772
Magden,1995,0.35655454208290643
Maggia,1995,0.08399415364035319
Magliaso,1995,0.7021319071451823
Maienfeld,1995,0.22299797725314877
Maisprach,1995,0.2971240324132583
Malans,1995,0.253683442654817
Malters,1995,0.34621314838720496
Mammern,1995,0.3534666532045835
Mandach,1995,0.37892698205035663
Manno,1995,0.699038314819336
Maracon,1995,0.3363142147870131
Marbach (SG),1995,0.4774438540140788
Marchissy,1995,0.18196160732171474
Marly,1995,0.5535156746220783
Maroggia,1995,0.6035603417290581
Marsens,1995,0.3088515750945561
Marthalen,1995,0.4736739787649601
Martigny,1995,0.49551782553328155
Martigny-Combe,1995,0.19034241748457195
Maschwanden,1995,0.3759636321625152
Masein,1995,0.25755708113960596
Massagno,1995,0.9051531155904134
Massongex,1995,0.47057271226544245
Massonnens,1995,0.3000471695609715
Mathod,1995,0.5393250076859085
Matran,1995,0.6407500327901637
Matten bei Interlaken,1995,0.4333733539192044
Mattstetten,1995,0.5477030436197917
Matzendorf,1995,0.25660847809355136
Matzingen,1995,0.5083309383842889
Mauborget,1995,0.19914699130588107
Mauensee,1995,0.45560042641379617
Maur,1995,0.48754179282266585
Mauraz,1995,0.43332401911417645
Medel (Lucmagn),1995,0.03710982234883188
Meggen,1995,0.48307014723955577
Meienried,1995,0.49990034103393555
Meierskappel,1995,0.3453507729626577
Meikirch,1995,0.4036109783898102
Meilen,1995,0.5372463590535687
Meinier,1995,0.6410764641718033
Meinisberg,1995,0.5746351299863873
Meiringen,1995,0.17579946664663462
Meisterschwanden,1995,0.5237489972795759
Melano,1995,0.31179451615843057
Melchnau,1995,0.34162628722048094
Melide,1995,0.5672051111857096
Mellikon,1995,0.44348473982377484
Mellingen,1995,0.596009767972506
Mels,1995,0.10963101081763935
Meltingen,1995,0.1930126746495565
Mendrisio,1995,0.43936555281929346
Menziken,1995,0.5102426088773288
Menzingen,1995,0.2845674284211882
Menznau,1995,0.2674589406556527
Merenschwand,1995,0.5116832047563544
Mergoscia,1995,0.16313660398442695
Merishausen,1995,0.22398501879548374
Mervelier,1995,0.2261543515362317
Merzligen,1995,0.5206708431243896
Mesocco,1995,0.06762578907607866
Messen,1995,0.42753663674379005
Mettauertal,1995,0.3587455749511719
Mettembert,1995,0.35279091199239093
Mettmenstetten,1995,0.47975383705807173
Metzerlen-Mariastein,1995,0.37795176225550037
Mex (VD),1995,0.5893262375232785
Meyriez,1995,0.8472197532653809
Meyrin,1995,0.7796947408166731
Mezzovico-Vira,1995,0.2648587010123513
Mies,1995,0.5750839382994408
Miglieglia,1995,0.18149134478991544
Milvignes,1995,0.6693314238861724
Minusio,1995,0.5458140081288864
Mirchel,1995,0.38499674925933014
Misery-Courtion,1995,0.45913796346695696
Missy,1995,0.5765579822016698
Moiry,1995,0.351093881780451
Mollens (VD),1995,0.2790598096794256
Molondin,1995,0.4600656530359289
Mont-Noble,1995,0.15027449839084356
Mont-Tramelan,1995,0.20839078267415365
Mont-Vully,1995,0.4665891919817243
Mont-la-Ville,1995,0.21168643217357552
Mont-sur-Rolle,1995,0.5379568530667213
Montagny (FR),1995,0.3911090367276904
Montagny-près-Yverdon,1995,0.6765106464254445
Montanaire,1995,0.45768580717198987
Montcherand,1995,0.5280040740966797
Monteceneri,1995,0.2595632824644216
Montet (Glâne),1995,0.4708009295993381
Montfaucon,1995,0.19605524629456192
Monthey,1995,0.35581889194724836
Montilliez,1995,0.49809055624848203
Montpreveyres,1995,0.3632637081724225
Montreux,1995,0.3186881042367231
Montricher,1995,0.1954467262377579
Moosleerau,1995,0.433635984148298
Moosseedorf,1995,0.5872116088867188
Morbio Inferiore,1995,0.7514542027523643
Morcote,1995,0.3297796885172526
Morges,1995,0.8108905610584077
Morlon,1995,0.33024688099705896
Morrens (VD),1995,0.5332463999263576
Morschach,1995,0.17400313667629075
Mosnang,1995,0.162381279177782
Moudon,1995,0.4835685942752428
Moutier,1995,0.37510712440081573
Movelier,1995,0.2750960962096257
Muhen,1995,0.4443652629852295
Mumpf,1995,0.49230360477528673
Muntelier,1995,0.675865509930779
Muntogna da Schons,1995,0.05944902276717169
Muolen,1995,0.34728209735357274
Muotathal,1995,0.08541073935372488
Muralto,1995,0.8961003043434836
Murgenthal,1995,0.3661843740266819
Muri (AG),1995,0.5172712873704363
Muri bei Bern,1995,0.6525672789542906
Muriaux,1995,0.2384403615758039
Murten,1995,0.4914557331740254
Mutrux,1995,0.2264954189084611
Muttenz,1995,0.6210783210385687
Muzzano,1995,0.7384406280517578
Mägenwil,1995,0.5788405963352748
Männedorf,1995,0.595825928908128
Märstetten,1995,0.5310706407010198
Ménières,1995,0.5347282299097034
Mézières (FR),1995,0.33808856540256077
Möhlin,1995,0.5104745638572563
Mönchaltorf,1995,0.5214516775948661
Mönthal,1995,0.35999800942160864
Mörel-Filet,1995,0.18981380739073822
Mörigen,1995,0.49827500545617304
Möriken-Wildegg,1995,0.5482903253464472
Mörschwil,1995,0.5271690274462287
Mühlau,1995,0.4601357482200445
Mühleberg,1995,0.48728368379515136
Müllheim,1995,0.5409279929267036
Mülligen,1995,0.6246378655527153
Mümliswil-Ramiswil,1995,0.2037153046706627
Münchenbuchsee,1995,0.6329248746236166
Münchenstein,1995,0.6646366920791754
Münchenwiler,1995,0.5151953220367431
Münchwilen (AG),1995,0.5420552253723144
Münchwilen (TG),1995,0.5755722739479758
Münsingen,1995,0.5063748873197116
Münsterlingen,1995,0.5711371323158001
Müntschemier,1995,0.5186323472011236
Naters,1995,0.08434342273016092
Nebikon,1995,0.4670113594301285
Neckertal,1995,0.2495893495103743
Neerach,1995,0.615533447265625
Neftenbach,1995,0.5406676998987854
Neggio,1995,0.44923666545322966
Nendaz,1995,0.16093959390682025
Nenzlingen,1995,0.35208142813989673
Nesslau,1995,0.1380142009810896
Neuchâtel,1995,0.5386417710071227
Neuendorf,1995,0.5294126200879741
Neuenegg,1995,0.4219902211969549
Neuenhof,1995,0.5875323225812215
Neuenkirch,1995,0.3749868253382241
Neuhausen am Rheinfall,1995,0.5614068167550224
Neuheim,1995,0.363270781760992
Neunforn,1995,0.4691566588386657
Neunkirch,1995,0.4045042255580825
Neyruz (FR),1995,0.4582111358642578
Nidau,1995,0.7865002041771298
Niederbipp,1995,0.45368568852262675
Niederbuchsiten,1995,0.4904258991109914
Niederbüren,1995,0.3330303177410111
Niederdorf,1995,0.36847042393040014
Niedergesteln,1995,0.18351080062541555
Niederglatt,1995,0.6438737899538071
Niedergösgen,1995,0.5983433930770211
Niederhasli,1995,0.6562111519478463
Niederhelfenschwil,1995,0.35547926161024307
Niederhünigen,1995,0.2515691478600663
Niederlenz,1995,0.5693340642111642
Niedermuhlern,1995,0.3058488028390067
Niederried bei Interlaken,1995,0.17183965625184955
Niederrohrdorf,1995,0.5597504156607168
Niederweningen,1995,0.4265047940340909
Niederwil (AG),1995,0.5303287116848693
Niederönz,1995,0.4796675788031684
Noble-Contrée,1995,0.4905973947965182
Nods,1995,0.20880077617548354
Nottwil,1995,0.3999747299566502
Novaggio,1995,0.23782059805733816
Novalles,1995,0.29687704759485584
Novazzano,1995,0.6155529476347423
Noville,1995,0.418220801641477
Nuglar-St. Pantaleon,1995,0.3488766938737295
Nunningen,1995,0.24221388115940323
Nusshof,1995,0.32279861450195313
Nuvilly,1995,0.4523118639749194
Nyon,1995,0.7533068175709575
Nürensdorf,1995,0.5237291124131944
Oberbalm,1995,0.2468255455814191
Oberbipp,1995,0.44921281304157956
Oberbuchsiten,1995,0.4124016204437652
Oberburg,1995,0.30787145622953055
Oberbüren,1995,0.4356720182630751
Oberdiessbach,1995,0.25721769084717705
Oberdorf (BL),1995,0.3023349537568934
Oberdorf (NW),1995,0.20096177765817352
Oberdorf (SO),1995,0.30090133511290257
Oberegg,1995,0.3152413670020767
Oberembrach,1995,0.4320412549105557
Oberems,1995,0.04703718600886883
Oberengstringen,1995,0.6876714433942522
Oberentfelden,1995,0.5460262621863413
Obergerlafingen,1995,0.6610792600191556
Oberglatt,1995,0.6603363499496923
Obergoms,1995,0.06213165767609127
Obergösgen,1995,0.6052763420238829
Oberhallau,1995,0.42614070892333983
Oberhelfenschwil,1995,0.2514189007212815
Oberhof,1995,0.24587752602317117
Oberhofen am Thunersee,1995,0.36404631858648256
Oberhünigen,1995,0.17149386803309122
Oberiberg,1995,0.11815193190424252
Oberkirch,1995,0.47761696263363485
Oberkulm,1995,0.35982491134049055
Oberlangenegg,1995,0.17452255249023438
Oberlunkhofen,1995,0.49257883035911704
Obermumpf,1995,0.4041427800684799
Oberried am Brienzersee,1995,0.08408031757061298
Oberrieden,1995,0.6041508532584982
Oberriet (SG),1995,0.41971592273677666
Oberrohrdorf,1995,0.5163537116899882
Oberrüti,1995,0.47120941516964937
Obersaxen Mundaun,1995,0.08532232740905388
Obersiggenthal,1995,0.5256182259886805
Oberthal,1995,0.2017089665284631
Oberuzwil,1995,0.41353441026475696
Oberweningen,1995,0.3297545037618497
Oberwil (BL),1995,0.6219700153057391
Oberwil bei Büren,1995,0.40945024843569156
Oberwil im Simmental,1995,0.09630794091077853
Oberwil-Lieli,1995,0.5075659640999728
Oberägeri,1995,0.232676791161606
Obfelden,1995,0.5425196701918191
Ochlenberg,1995,0.2627865968637131
Oekingen,1995,0.5551562309265137
Oensingen,1995,0.5451009570069574
