Gemeindename,Einwohner  (2019),Veränderung in %  (2010-2019),Bevölkerungs-dichte pro km²  (2019),Ausländer in %  (2019),0-19 Jahre  (2019),20-64 Jahre  (2019),65 Jahre und mehr  (2019),Rohe Heiratssziffer  (2019),Rohe Scheidungsziffer  (2019),Rohe Geburtenziffer  (2019),Rohe Sterbeziffer  (2019),Anzahl Privathaushalte  (2019),Durchschnittliche Haushaltsgrösse in Personen  (2019),Leerwohnungs-ziffer  (2020),Neu gebaute Wohnungen pro 1000 Einwohner  (2018),FDP  (2019),CVP  (2019),SP  (2019),SVP  (2019),EVP/CSP  (2019),GLP  (2019),BDP  (2019),PdA/Sol.  (2019),GPS  (2019),Kleine Rechtsparteien  (2019),Berggebiet,GHM_Mean_2020
Manno,1305.0,5.1571313457,550.6329113924,19.9233716475,19.846743295,59.0804597701,21.0727969349,3.0429821225,1.5214910612,5.3252187143,8.3682008368,542.0,2.3782287823,0.6259780908,5.2316890882,18.8584955287,19.8579694897,7.8905839032,15.3340347186,0.0,0.8679642294,0.0,0.078905839,11.4939505523,23.2509205681,1,0.7339478492736816
Maracon,538.0,18.2417582418,122.8310502283,13.7546468401,25.6505576208,61.7100371747,12.6394052045,0.0,1.9436345967,7.7745383868,1.9436345967,227.0,2.3700440529,0.4,0.0,13.5901386749,0.8628659476,15.9938366718,23.3281972265,3.1432973806,8.906009245,1.3867488444,4.8073959938,22.7426810478,0.8320493066,1,0.380629902154627
Marbach (SG),2110.0,4.766633565,481.7351598174,18.5781990521,21.1374407583,62.5592417062,16.3033175355,4.7449584816,1.4234875445,11.862396204,5.2194543298,873.0,2.3997709049,1.5105740181,10.2189781022,12.4096549843,22.6237556253,9.31405973,33.6151643257,0.627301241,4.8002181917,0.218191736,0.0,14.5642983772,0.8045820265,0,0.5801942083570693
Marchissy,472.0,13.734939759,39.3989983306,12.9237288136,22.6694915254,62.5,14.8305084746,0.0,2.1390374332,4.2780748663,2.1390374332,192.0,2.4427083333,1.7699115044,0.0,19.2259150189,0.9255363904,14.4720235591,22.0025241902,0.9255363904,15.692048801,0.3786285233,1.3462347497,22.3811527135,0.0,1,0.2152342576246995
Marly,8138.0,7.3756432247,1054.1450777202,28.8522978619,21.6515114279,57.8274760383,20.5210125338,3.1841283449,1.836997122,7.1030555385,6.6131896393,3360.0,2.3755952381,0.7186585041,1.2193634923,14.3189454639,15.8632721633,26.6606358232,14.0475575084,5.2726802791,6.2806926854,0.3747738434,0.0,14.3964848798,0.4329284053,0,0.6282220235685023
Maroggia,700.0,25.6732495512,700.0,35.4285714286,17.0,59.2857142857,23.7142857143,1.443001443,2.886002886,14.43001443,4.329004329,337.0,2.0326409496,1.4466546112,0.0,18.6624203822,18.6624203822,17.2611464968,9.8089171975,0.0,0.5732484076,0.0,1.2101910828,12.4203821656,16.8152866242,1,0.6320605278015137
Marsens,1959.0,22.9755178908,249.5541401274,13.6294027565,26.7993874426,60.7452782032,12.4553343543,2.0682523268,2.5853154085,10.8583247156,5.170630817,736.0,2.6222826087,2.2673031026,34.5007841087,20.2720041057,17.680266872,22.5044906338,13.2666153451,4.2853477034,6.5948165255,0.3079291763,0.0,11.5473441109,1.2317167052,1,0.4006671300010075
Marthalen,1918.0,-0.6732263076,135.7395612173,11.3660062565,19.8123044838,60.8446298227,19.3430656934,5.2273915316,3.136434919,8.8865656038,5.7501306848,839.0,2.2562574493,0.8733624454,1.0219724067,7.7296772104,1.9899960416,9.8672136457,49.6239519234,2.2814782828,9.8996005614,3.9224153442,0.2554967793,11.198675735,2.3966317608,0,0.5195018362491689
Martigny,20210.0,15.1042259938,620.1288738877,30.341415141,21.0539336962,61.9940623454,16.9520039584,5.1030519223,2.3285770908,10.0079270709,7.183908046,9134.0,2.1714473396,5.0775085863,6.458719271,32.2552426312,20.0835905037,18.2805627779,12.6722231672,2.0120039851,0.5345904308,0.0,0.0,12.4802566034,0.0,1,0.5457282276044156
Martigny-Combe,2292.0,4.2291950887,61.2670408982,11.8237347295,18.8917975567,61.1692844677,19.9389179756,3.038853918,1.7364879531,8.6824397656,7.814195789,1082.0,2.1164510166,2.4512884978,1.7414018285,23.3487654321,23.8734567901,18.024691358,13.7654320988,2.8395061728,0.725308642,0.0,0.0,15.5555555556,0.0,1,0.230188757631959
Maschwanden,645.0,4.7077922078,137.526652452,12.8682170543,22.015503876,59.5348837209,18.4496124031,3.0745580323,0.0,6.1491160646,7.6863950807,274.0,2.3540145985,2.9900332226,0.0,3.3391915641,2.5550899013,16.9392997161,44.5180478572,3.4067865351,12.2887657158,2.9336217385,0.0675949709,10.0175746924,2.9876977153,0,0.4822237584498021
Masein,498.0,21.760391198,118.5714285714,5.2208835341,22.8915662651,60.843373494,16.265060241,0.0,0.0,4.0567951318,2.0283975659,199.0,2.4824120603,0.8298755187,33.264033264,11.9,6.3,27.0,27.9,0.0,8.0,13.7,0.0,5.2,0.0,1,0.3114637291949728
Massagno,6153.0,5.1435406699,8314.8648648649,42.044531123,17.4386478141,61.0433934666,21.5179587193,3.7159705954,1.4540754504,8.0781969464,11.309475725,3019.0,2.0009937065,2.4664879357,1.5954052329,14.6013938467,29.0838007819,14.0064592895,9.8249192589,0.0,1.3173550909,0.0,0.6969233384,11.7797042325,15.1963284039,1,0.9195032119750975
Massongex,1818.0,9.9818511797,274.2081447964,17.3817381738,21.7271727173,64.1914191419,14.0814081408,7.7648363838,1.6638935108,11.6472545757,6.6555740433,762.0,2.3582677165,2.6570048309,5.5493895671,19.9824137173,35.876016707,12.5302264234,15.4759287756,3.9788964608,2.7258738184,0.0,0.0,8.3534842823,0.0,1,0.5400412015825788
Massonnens,533.0,20.8616780045,124.2424242424,13.5084427767,26.4540337711,59.8499061914,13.6960600375,5.6603773585,1.8867924528,15.0943396226,0.0,203.0,2.60591133,0.9009009009,13.2827324478,45.2282157676,7.8838174274,12.102351314,19.9861687414,3.5961272476,1.5214384509,0.5532503458,0.0,5.9474412172,0.8990318119,0,0.3943567690641983
Mathod,601.0,8.4837545126,91.1987860395,12.4792013311,23.1281198003,63.8935108153,12.9783693844,9.8928276999,0.0,14.8392415499,4.94641385,224.0,2.6517857143,0.0,0.0,21.9651528135,0.6855184233,13.3961725221,25.8497572122,3.3990288489,5.0271351043,0.8568980291,2.1422450728,24.3930305627,0.3427592117,0,0.5764045008906612
Matran,1543.0,-0.5798969072,530.2405498282,21.5165262476,23.3311730395,62.3460790668,14.3227478937,3.9164490862,1.9582245431,5.2219321149,9.138381201,577.0,2.5632582322,4.0178571429,0.6565988181,21.6102963185,20.0239449267,25.4714157438,9.1290032924,3.0529781503,8.201137384,0.2394492667,0.0,10.6854235259,0.3591739,0,0.7006210164820894
Matten bei Interlaken,4115.0,8.8336418937,696.2774957699,20.4617253949,16.184690158,61.9684082625,21.8469015796,3.1637868094,1.4602092967,7.0576782672,9.4913604283,1945.0,2.0755784062,1.5695067265,7.1235568656,9.5007009598,1.5564901686,18.2968474783,30.9320967684,4.169811999,8.2245947015,8.785362522,0.2624105827,11.3339803731,2.4263992236,1,0.4981449672154018
Mattstetten,575.0,-0.8620689655,151.7150395778,3.3043478261,20.8695652174,50.9565217391,28.1739130435,7.0422535211,0.0,7.0422535211,7.0422535211,241.0,2.3651452282,1.8796992481,0.0,8.6821987623,4.4958136149,10.5387695668,39.8434655988,4.8780487805,5.6607207863,8.9552238806,0.0364033491,12.2133236258,1.6381507099,0,0.5947797139485677
Matzendorf,1340.0,3.8759689922,118.8997338066,9.4029850746,19.6268656716,62.6119402985,17.7611940299,5.2395209581,1.497005988,9.7305389222,10.4790419162,561.0,2.3475935829,3.2761310452,8.3523158694,18.8470831895,26.337590611,7.6976182258,37.0037970314,1.4842940973,2.5543665861,0.8974801519,0.0,4.6945115637,0.4832585433,1,0.3052982394978151
Matzingen,2967.0,16.3985876814,386.328125,26.996966633,21.1324570273,64.5433097405,14.3242332322,2.0390824129,1.3593882753,13.2540356839,5.0977060323,1243.0,2.3660498793,4.1066282421,2.800140007,9.7252155172,8.9978448276,14.5204741379,41.8911637931,2.5862068966,7.8663793103,2.7209051724,0.0,9.5905172414,2.1012931034,0,0.5862889928141917
Mauborget,120.0,25.0,21.7391304348,6.6666666667,15.0,51.6666666667,33.3333333333,8.2644628099,0.0,8.2644628099,8.2644628099,58.0,2.0689655172,2.6086956522,0.0,13.8138138138,2.3023023023,10.8108108108,41.6416416416,0.3003003003,8.3083083083,0.6006006006,2.3023023023,17.7177177177,0.0,1,0.2183780246310764
Mauensee,1460.0,26.6261925412,202.216066482,9.9315068493,19.5205479452,67.1232876712,13.3561643836,2.7416038382,0.6854009596,11.6518163125,3.4270047978,589.0,2.4685908319,0.4754358162,6.7204301075,16.5905315615,26.2458471761,11.5656146179,23.2350498339,0.6852159468,7.4127906977,0.0,0.0,13.5174418605,0.2699335548,0,0.5642396406693893
Maur,10468.0,9.8195551825,708.7339201083,21.5036301108,20.5674436378,58.8077951853,20.6247611769,3.6745153024,1.8372576512,7.3490306048,7.2523328337,4527.0,2.290700243,0.7745617611,7.2763028515,19.9091288037,4.355981659,10.8245102126,31.7982492705,2.5318882868,15.9983326386,2.389328887,0.1625677366,9.3997498958,1.3955814923,0,0.5565300613153176
Mauraz,57.0,5.5555555556,114.0,7.0175438596,19.298245614,63.1578947368,17.5438596491,17.2413793103,17.2413793103,17.2413793103,0.0,22.0,2.5909090909,0.0,0.0,16.7641325536,3.7037037037,10.3313840156,33.3333333333,0.0,1.559454191,0.0,4.4834307992,22.4171539961,0.0,0,0.4857523706224229
Medel (Lucmagn),355.0,-18.3908045977,2.6060784026,5.9154929577,9.014084507,66.7605633803,24.2253521127,0.0,0.0,2.7894002789,22.3152022315,149.0,2.3087248322,3.8095238095,0.0,4.3408360129,62.2186495177,8.3601286174,9.6463022508,0.0,6.1093247588,3.8585209003,0.0,5.4662379421,0.0,1,0.0372844736236418
Meggen,7436.0,12.4111866969,1022.833562586,16.2990855299,17.5094136633,56.0919849381,26.3986013986,2.862205261,1.7718413521,7.2236608968,8.586615783,3313.0,2.2088741322,1.7885744794,7.5651442981,29.0231591449,15.973871734,9.6385095012,23.611935867,0.3971199525,10.6851247031,0.0,0.0,9.9057304038,0.1002078385,0,0.5703687506206965
Meienried,50.0,-5.6603773585,76.9230769231,2.0,16.0,64.0,20.0,36.6972477064,0.0,0.0,0.0,23.0,2.1739130435,4.1666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.5779212951660156
Meierskappel,1451.0,16.921837228,213.3823529412,15.7822191592,23.9145416954,61.1302549966,14.9552033081,4.1222947441,0.687049124,12.3668842322,2.748196496,569.0,2.5289982425,1.3412816692,24.1051862673,13.7122002086,19.2648592284,7.0646506778,37.4348279458,0.7038581856,10.2189781022,0.0,0.0,10.7664233577,0.2606882169,0,0.4265154917305762
Meikirch,2473.0,5.4584221748,241.7399804497,7.0764253943,17.9943388597,56.1665992721,25.8390618682,3.6481556546,1.2160518849,8.9177138225,8.1070125659,1088.0,2.2417279412,1.2531328321,1.2004801921,10.0268961807,1.7357001972,17.3713466021,27.6600322754,5.5513717052,9.9264837726,8.5493993186,0.2725479649,13.7313968083,1.4918414918,0,0.4476717147359087
Meilen,14335.0,14.0322965556,1200.5862646566,23.1880013952,20.7045692361,58.207185211,21.0882455528,3.8522150236,1.33076519,8.8951146909,8.9651549641,6259.0,2.2506790222,2.233751261,6.0718622759,24.86830047,4.1239246756,11.8408372011,28.1361042954,1.9741626511,15.244627073,1.1292754309,0.0620805865,10.2716764715,1.0145741567,0,0.6106382590442446
Meinier,2116.0,10.7853403141,304.4604316547,19.5179584121,23.5349716446,56.5689981096,19.8960302457,2.8255238992,0.9418412997,8.4765716977,6.5928890982,804.0,2.6194029851,0.4371584699,1.8682858477,20.2000597193,10.0627052852,6.8378620484,17.6619886533,1.1645267244,4.8820543446,1.7318602568,5.9868617498,24.9626754255,3.5980889818,0,0.6846099293560063
Meinisberg,1298.0,2.1243115657,295.6719817768,10.7087827427,22.8813559322,55.1617873652,21.9568567026,3.844675125,1.53787005,6.1514801999,6.9204152249,544.0,2.3492647059,5.3156146179,0.0,5.7679702862,2.1083679266,13.7644745466,37.3607166266,4.0201005025,7.4830675115,11.6888791785,0.3604981429,7.9200349574,4.7410967883,0,0.640449350530451
Meiringen,4639.0,1.2219070478,114.1767167118,17.5899978444,18.1935762018,59.9482647122,21.858159086,5.1830255912,2.5915127956,6.2628225894,12.3096857791,2174.0,2.0915363385,0.7470288625,6.6098081023,8.8797214664,1.0240205974,15.7084759648,42.5553702566,2.2265133562,8.3940431259,5.4653442172,0.0731443284,9.4063606308,1.6676906873,1,0.1948998201810396
